No,FECHA ,ALCALDÍA,GIRO,DENOMINACIÓN,DILIGENCIA
125,6/18/2020,CUAUHTEMOC,OFICINAS,WORK SYSTEM,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
126,6/19/2020,VENUSTIANO CARRANZA,VENTA DE CERVEZA EN ENVASE ABIERTO,LAS JARDINERAS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
127,7/7/2020,CUAUHTEMOC,COMPRA DE METALES,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
128,7/7/2020,CUAUHTEMOC,JOYERIA,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
129,7/7/2020,CUAUHTEMOC,ZAPATERIA,OUTLET DEPORTES,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
130,7/7/2020,CUAUHTEMOC,VENTA DE COSMETICOS,IMF,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
131,7/7/2020,CUAUHTEMOC,VENTA DE ROPA,LEE OUTLET,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
132,7/7/2020,CUAUHTEMOC,ZAPATERIA,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
133,7/8/2020,CUAUHTEMOC,FERRETERIA,F LIBRA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
134,7/8/2020,CUAUHTEMOC,PAPELERIA Y VENTA DE ARTICULOS,OFFICE MAX,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
135,7/8/2020,CUAUHTEMOC,VENTA DE ROPA,MIS COLLETION KIDS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
136,7/8/2020,CUAUHTEMOC,VENTA DE BISUTERIA,BISUTERIA FN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
137,7/8/2020,CUAUHTEMOC,ZAPATERIA,DOROTHY GAYNOR,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
138,7/8/2020,GAM,SUPERMERCADO,CHEDRAHUI,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
139,7/9/2020,CUAUHTEMOC,IMPRESIÓN DIGITAL,TOP DIGITAL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
140,7/10/2020,CUAUHTEMOC,REPARACIÓN DE APARATOS ELECTRONICOS,MAC TELEFONIA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
141,7/21/2020,CUAUHTEMOC,VENTA DE ELECTRONICOS,TRANSHINE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
142,7/21/2020,CUAUHTEMOC,TALABARTERIA,EL CABALLO BLANCO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
143,7/21/2020,CUAUHTEMOC,ZAPATERIA,VAZZA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
144,7/22/2020,CUAUHTEMOC,ZAPATERIA,LAS VEGAS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
145,7/22/2020,CUAUHTEMOC,VENTA DE ROPA,NINA NF FERRE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
146,7/22/2020,CUAUHTEMOC,COMPRA Y VENTA DE JOYERIA Y RELOJES,EL LINGOTE DE ORO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
147,7/23/2020,CUAUHTEMOC,ZAPATERIA,RUDOS ESENCIAL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
148,7/23/2020,CUAUHTEMOC,VENTA DE MOCHILAS,MOCHILA 5 DE MAYO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
149,7/24/2020,CUAUHTEMOC,VENTA DE ROPA,QUARRY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
150,7/24/2020,CUAUHTEMOC,OPTICA,VISION MODERNA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
151,7/27/2020,CUAUHTEMOC,VENTA DE ARTESANIAS,AXEL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
152,7/27/2020,CUAUHTEMOC,VENTA DE GORRAS,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
153,7/28/2020,CUAUHTEMOC,VENTA DE ACCESORIOS,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
154,7/28/2020,CUAUHTEMOC,JUGUETERIA,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
155,7/28/2020,CUAUHTEMOC,ZAPATERIA,KERELE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
156,7/28/2020,CUAUHTEMOC,VENTA DE ROPA,MENS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
157,7/28/2020,CUAUHTEMOC,ZAPATERIA,LA MILAGRESA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
158,7/28/2020,CUAUHTEMOC,VENTA DE ARTICULOS DE BELLEZA,TRENDY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
159,7/29/2020,CUAUHTEMOC,ZAPATERIA,VAZZA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
160,7/29/2020,CUAUHTEMOC,VENTA DE ROPA  ,NICHOLAS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
161,7/30/2020,CUAUHTEMOC,VENTA DE ROPA  ,AY WEY!,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
162,7/30/2020,CUAUHTEMOC,VENTA VESTIDOS DE NOVIA,DISEÑOS SHARON,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
163,7/31/2020,CUAUHTEMOC,BAR,LA MEZCALITA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
164,8/3/2020,CUAUHTEMOC,CENTRO DE CAPACITACIÓN,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
165,8/3/2020,CUAUHTEMOC,VENTA DE ROPA,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
166,8/3/2020,CUAUHTEMOC,PELETERIA Y ARTICULOS DE PIEL,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
167,8/3/2020,CUAUHTEMOC,CENTRO JOYERO,CENTRO JOYERO PALMA 5,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
168,8/4/2020,CUAUHTEMOC,VENTA DE PERFUMES,FRAICHE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
169,8/4/2020,CUAUHTEMOC,VENTA DE CELULARES,XIAOMI,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
170,8/4/2020,CUAUHTEMOC,VENTA DE ARTICULOS MANUFACTURADOS,OLAZA DE LA BELLEZA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
171,8/6/2020,CUAUHTEMOC,VENTA DE ARTESANIAS,SIN DENOMINACION,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
172,8/7/2020,COYOACAN,VENTA DE ABARROTES,LA REINA DEL SUR,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
173,8/7/2020,COYOACAN,VENTA DE ABARROTES,ABARROTES MORALES,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
174,8/7/2020,COYOACAN,"VENTA DE ABARROTES, VINOS Y LICORES",LA REFORMA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
175,8/7/2020,COYOACAN,VENTA DE ABARROTES,BARROTES COYOACAN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
176,8/7/2020,COYOACAN,ACCESO A INTERNET,CIBER GOYO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
177,8/8/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS,PUB IRLANDES,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
178,8/11/2020,CUAUHTEMOC,VENTA DE COSMETICOS,LA CADENA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
179,8/11/2020,CUAUHTEMOC,VENTA DE PLÁSTICOS,"PLASTICOS, PEGAMENTOS Y ESPUMAS",IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
180,8/11/2020,CUAUHTEMOC,VENTA DE TELAS,MARIANA TEXTIL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
181,8/11/2020,CUAUHTEMOC,VENTA DE INSTRUMENTOS MUSICALES,CAR AND MUSIC,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
182,8/11/2020,CUAUHTEMOC,VENTA DE INSTRUMENTOS MUSICALES,LIGHTS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
183,8/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO (BAR),LONDON BLUE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
184,8/13/2020,CUAUHTEMOC,VENTA DE ACCESORIOS,HEY LOVELY ACCESORIOS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
185,8/13/2020,CUAUHTEMOC,FERRETERIA,INICIO FERRETERO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
186,8/13/2020,CUAUHTEMOC,CAPACITACION TECNICA Y DE OFICIOS,SIN DENOMINACION,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
187,8/14/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO (BAR),KALI,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
188,8/17/2020,CUAUHTEMOC,VENTA DE MOCHILAS Y JUGUETES,SIN DENOMINACION,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
189,8/18/2020,CUAUHTEMOC,ZAPATERIA,TACONAZO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
190,8/18/2020,CUAUHTEMOC,VENTA DE ROPA,SIN DENOMINACION,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
191,8/18/2020,CUAUHTEMOC,VENTA DE COSMETICOS,COSMETICOS MIA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
192,8/18/2020,CUAUHTEMOC,VENTA DE ROPA,SANTORY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
193,8/18/2020,CUAUHTEMOC,VENTA DE BLANCOS,LA PERLA DE MEXICO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
194,8/19/2020,CUAUHTEMOC,VENTA DE TELAS,PELUCHES MARQUEZ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
195,8/19/2020,CUAUHTEMOC,PAPELERIA,SIN DENOMINACION,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
196,8/20/2020,CUAUHTEMOC,VENTA DE ROPA,NINA FERRE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
197,8/20/2020,CUAUHTEMOC,VENTA DE ROPA,MASCARA DE LATEX,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
198,8/20/2020,CUAUHTEMOC,VENTA DE ARTICULOS VARIOS,FOMIS BRYAN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
199,8/21/2020,CUAUHTEMOC,LIBRERÍA,EL GRAN REMATE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
200,8/21/2020,CUAUHTEMOC,VENTA DE EQUIPO DE VIDEO,CAMARAS DIGITALES DEL CENTRO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
201,8/21/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,BOCA NEGRA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
202,8/21/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,LA CANTINA DE REGINA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
203,8/21/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,PAKALY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
204,8/21/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,EL ALEBRIJE REAL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
205,8/21/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,DAMELY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
206,8/21/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO (BAR),FISHERS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
207,8/22/2020,COYOACAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO (BAR),BARLEQUIN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
208,8/24/2020,CUAUHTEMOC,VENTA DE ROPA,VALENTI COLLEZIONE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
209,8/24/2020,CUAUHTEMOC,VENTA DE TELAS,GRUPO TEX,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
210,8/25/2020,CUAUHTEMOC,VENTA DE TELAS,ALMACENES EL DORADO ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
211,8/25/2020,CUAUHTEMOC,VENTA DE ROPA,CUIDADO CON EL PERRO ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
212,8/26/2020,CUAUHTEMOC,PAPELERIA,PAPELERIA ADRY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
213,8/27/2020,CUAUHTEMOC,VENTA DE ARTICULOS DE BELLEZA,MANITOS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
214,8/27/2020,CUAUHTEMOC,VENTA DE ARTICULOS VARIOS,NOVEDADES ANGEL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
215,8/27/2020,COYOACAN,VENTA DE BEBIDAS ALCOHOLICAS (DEPOSITO DE CERVEZA),LA MIXELADA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
216,8/27/2020,COYOACAN,VENTA DE BEBIDAS ALCOHOLICAS (DEPOSITO DE CERVEZA),"VINOS, ABARROTES SUPERANDA",IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
217,8/27/2020,COYOACAN,ABARROTES,LOS MORENOS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
218,8/28/2020,CUAUHTEMOC,VENTA DE BISUTERÍA Y ACCESORIOS DE VESTIR,ARTE NATURAL SHARON,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
219,8/28/2020,CUAUHTEMOC,MINISUPER,MINISUPER VA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
220,8/29/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHÓLICAS EN ENVASE ABIERTO,LA MEZCALITA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
221,8/29/2020,COYOACAN,BAR,DUBAI,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
222,8/29/2020,TLALPAN,BAR,EL JAIBOL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
223,9/2/2020,CUAUHTEMOC,VENTA DE ARTICULOS DE BELLEZA,PRODUCTOS DE BELLEZA ANA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
224,9/3/2020,CUAUHTEMOC,ZAPATERIA,SAN JUAN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
225,9/3/2020,CUAUHTEMOC,VENTA DE BLANCOS,TIENDA URUGUAY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
226,9/4/2020,AZCAPOTZALCO,CANTINA,EL DUX DE VENECIA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
227,9/4/2020,AZCAPOTZALCO,BAR,SEGUNDO PISO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
228,9/4/2020,BENITO JUAREZ,RESTAURANTE BAR,STEAK & GRILLS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
229,9/4/2020,AZCAPOTZALCO,BAR,THE BASEMENT,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
230,9/4/2020,AZCAPOTZALCO,BAR,BAR ROCK 299,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
231,9/4/2020,TLALPAN,BAR,LA MAJADERA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
232,9/4/2020,AZCAPOTZALCO,BAR,LA GUARIDA DE TEZOZOMOC,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
233,9/5/2020,COYOACAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,ALAS PERRONAS BIKER ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
234,9/5/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,CHELAYO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
235,9/11/2020,CUAUHTEMOC,BAR,LA GUERA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
236,9/11/2020,CUAUHTEMOC,BAR,REGINA 70,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
237,9/11/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,EL JAIBOL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
238,9/11/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA SAETA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
239,9/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA FRONTERA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
240,9/11/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,FLOW,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
241,9/12/2020,BENITO JUAREZ,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,EL SONORENSE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
242,9/17/2020,CUAUHTEMOC,BAR,MAMAMIO CLUB,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
243,9/19/2020,TLALPAN,RESTAURANTE BAR,LA LOLITA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
244,9/25/2020,LA MAGDALENA CONTRERAS,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
245,9/25/2020,CUAUHTEMOC,BAR,DECK,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
246,9/25/2020,CUAUHTEMOC,RESTAURANTE,MILANESAS GRILL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
247,9/26/2020,TLALPAN,RESTAURANTE,ALAS CHELAS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
248,9/30/2020,BENITO JUAREZ,OFICINAS,CONSORCIO EMPRESARIAL MARSAL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
249,2/10/20,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,KALI TERRAZAS SNAK BAR,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
250,10/3/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,GLOWDK DK,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
251,10/3/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,THE BEER COMPANY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
252,10/8/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,PUNTA CANA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
253,10/9/2020,COYOACAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,EL CLUB,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
254,10/9/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA CAÑITA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
255,10/11/2020,CUAUHTEMOC,BAR,TERRAZA COLONIAL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
256,10/11/2020,CUAUHTEMOC,BAR,SALÓN COLONIAL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
257,10/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,TOLEDO ROOFTOP,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
258,10/16/2020,ALVARO OBREGON,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO, EL JAIBOL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
259,10/16/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,REVEN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
260,10/16/2020,MIGUEL HIDALGO,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,CARMELO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
261,10/16/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,SANTA CECILIA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
