No,FECHA ,ALCALDÍA,GIRO,DENOMINACIÓN,DILIGENCIA
388,1/29/2021,BENITO JUAREZ,BAR,DON PANCHO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
389,1/29/2021,CUAUHTEMOC,RESTAURANTE BAR,LA PARNITA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
390,1/29/2021,TLALPAN,RESTAURANTE BAR,EL MEZCALITO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
391,1/29/2021,TLALPAN,TAQUERIA,SIN DENOMINACIÓN ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
392,1/29/2021,TLALPAN,RESTAURANTE BAR,SANTA CECILIA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
393,1/30/2021,CUAUHTEMOC,BAR,LA CHOPERIA VIP IZAZAGA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
394,1/30/2021,CUAUHTEMOC,RESTAURANTE BAR,CAFÉ PARÍS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
395,1/30/2021,CUAUHTEMOC,RESTAURANTE BAR,ALAS GENERALES,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
396,1/30/2021,COYOACAN,RESTAURANTE BAR,DUBAI,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
397,1/2/2021,COYOACAN,VENTA DE BEBIDAS ALCOHOLICAS,MILA ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
398,2/4/2021,CUAUHTEMOC,BAR,EL SABOR DE LA ROMA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
399,2/4/2021,IZTACALCO,RESTAURANTE ,LA CONDEZITA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
400,2/4/2021,CUAUHTEMOC,RESTAURANTE,NUL BOM,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
401,2/4/2021,IZTACALCO,PULQUERIA,LOS HOMBRES SIN MIEDO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
402,2/5/2021,CUAUHTEMOC,RESTAURANTE,EL FAROLITO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
403,2/5/2021,CUAUHTEMOC,RESTAURANTE,WINGS CLUB,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
404,2/5/2021,CUAUHTEMOC,BAR,BURGER HAAUS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
405,2/6/2021,CUAUHTEMOC,RESTAURANTE,MAREA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
406,2/6/2021,TLALPAN,BAR,ALITAS Y MICHELADAS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
407,2/6/2021,TLALPAN,BAR,ALITAS Y MÁS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
408,2/6/2021,CUAUHTEMOC,RESTAURANTE,LA CASTELLANA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
409,2/6/2021,TLALPAN,ABARROTES ,3Y,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
410,2/6/2021,COYOACAN,BAR,EL COLMO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
411,2/11/2021,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,SOFIA ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
412,2/11/2021,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,LA MARCHELA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
413,2/12/2021,CUAUHTEMOC,CANTINA,LA MASCOTA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
414,2/12/2021,CUAUHTEMOC,RESTAURANTE,HONG KING,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
415,2/12/2021,TLALPAN,RESTAURANTE BAR,EL JAIBOL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
416,2/13/2021,CUAUHTEMOC,RESTAURANTE BAR,CAFÉ DEL JARDIN ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
417,2/13/2021,CUAUHTEMOC,BAR,CULTURAL ROOTS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
418,2/19/2021,TLALPAN,VRNTA DE BEBIDAS ALCOHOLICAS,KALI SNACK BAR,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
419,2/19/2021,BENITO JUAREZ,VRNTA DE BEBIDAS ALCOHOLICAS,TABERNA MEXICANA EL COLORIN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
420,2/20/2021,ALVARO OBREGON,BAR,SAMBUCA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
421,2/20/2021,TLALPAN,BAR,BORBON,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
422,2/20/2021,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,JARDÍN CENTRAL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
423,2/20/2021,AZCAPOTZALCO,BAR,SEGUNDO PISO LIFE LA CASA DEL ROCK,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
424,2/25/2021,ALVARO OBREGON,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA EMPRESA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
425,2/26/2021,BENITO JUAREZ,RESTAURANTE,LA PICUDA REVOLUCIONARIA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
426,2/26/2021,CUAUHTEMOC,BAR,EL ASADERO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
427,2/26/2021,MIGUEL HIDALGO,RESTAURANTE,EL CUERNO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
428,2/26/2021,MIGUEL HIDALGO,RESTAURANTE,COLMILLO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
429,2/26/2021,TLALPAN,RESTAURANTE,ROOF ACOXPA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
430,2/27/2021,CUAUHTEMOC,RESTAURANTE,EL TIJUANA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
431,2/27/2021,CUAUHTEMOC,RESTAURANTE,REBEL WINGS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
432,2/27/2021,CUAUHTEMOC,RESTAURANTE,12:51,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
433,2/27/2021,CUAUHTEMOC,RESTAURANTE,EL INFIERNITO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
434,3/4/2021,BENITO JUAREZ,RESTAURANTE,MALTA  LIQUIDA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
435,3/4/2021,CUAUHTEMOC,RESTAURANTE,RESTAURANTE SOFIA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
436,3/4/2021,CUAUHTEMOC,CLUB PRIVADO,CLUB ANTIFAZ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
437,3/4/2021,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,BARRA AZUL,
438,3/5/2021,CUAUHTEMOC,RESTAURANTE,SALON BACH,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
139,5/7/2021,TLALPAN,VENTA DE ALIMENTOS,SNACKS FRIDA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
440,5/14/2021,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS,ILUMUN ALITAS Y MAS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
441,5/14/2021,TLALPAN,MAQUINAS DE MONEDAS Y JUEGOS DE AZAR,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
442,5/14/2021,ALVARO OBREGON,VENTA DE BEBIDAS ALCOHOLICAS,CODIGO 23,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
443,7/23/2021,GUSTAVO A. MADERO,PAPELERÍA,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
444,8/6/2021,AZCAPOTZALCO,AUTOBOUTIQUE,VAG COM RASER,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
445,8/27/2021,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
